timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2025-06-09T00:00:00.000Z,2025-06-09T23:59:59.999Z,2025-06-09T00:13:00.000Z,2025-06-09T20:35:00.000Z,2781,0.1902397264,0.192177521,0.1799759722,0.1873296091,706818.66,102506447.18,2025-06-09T23:59:59.999Z
2025-06-08T00:00:00.000Z,2025-06-08T23:59:59.999Z,2025-06-08T23:30:00.000Z,2025-06-08T10:28:00.000Z,2781,0.1791596632,0.1968790511,0.1765828898,0.1902397264,1282246.63,104102479.13,2025-06-08T23:59:59.999Z
2025-06-07T00:00:00.000Z,2025-06-07T23:59:59.999Z,2025-06-07T07:35:00.000Z,2025-06-07T00:20:00.000Z,2781,0.172152861,0.1827543011,0.1711214995,0.1791596632,814309.6,98030206.34,2025-06-07T23:59:59.999Z
2025-06-06T00:00:00.000Z,2025-06-06T23:59:59.999Z,2025-06-06T16:30:00.000Z,2025-06-06T09:34:00.000Z,2781,0.1701201717,0.1763083451,0.1678144382,0.1721538288,800273.54,94178755.14,2025-06-06T23:59:59.999Z
2025-06-05T00:00:00.000Z,2025-06-05T23:59:59.999Z,2025-06-05T07:50:00.000Z,2025-06-05T22:14:00.000Z,2781,0.176867465,0.1795782281,0.1680264237,0.1701201208,814962.87,93058180.92,2025-06-05T23:59:59.999Z
2025-06-04T00:00:00.000Z,2025-06-04T23:59:59.999Z,2025-06-04T03:40:00.000Z,2025-06-04T20:08:00.000Z,2781,0.1813033064,0.182368914,0.1740187335,0.1768674607,852276.38,96742325.03,2025-06-04T23:59:59.999Z
2025-06-03T00:00:00.000Z,2025-06-03T23:59:59.999Z,2025-06-03T00:28:00.000Z,2025-06-03T14:08:00.000Z,2781,0.1877698462,0.188820899,0.1808403456,0.1813033064,1361532.92,99159662.41,2025-06-03T23:59:59.999Z
2025-06-02T00:00:00.000Z,2025-06-02T23:59:59.999Z,2025-06-02T00:02:00.000Z,2025-06-02T22:15:00.000Z,2781,0.1919347335,0.1961901799,0.1829186798,0.1877698327,1404937.73,102686601.94,2025-06-02T23:59:59.999Z
2025-06-01T00:00:00.000Z,2025-06-01T23:59:59.999Z,2025-06-01T00:09:00.000Z,2025-06-01T20:21:00.000Z,2781,0.1991163767,0.2097227701,0.190235811,0.1919347335,2052929.38,104956312.55,2025-06-01T23:59:59.999Z
2025-05-31T00:00:00.000Z,2025-05-31T23:59:59.999Z,2025-05-31T16:54:00.000Z,2025-05-31T14:18:00.000Z,2781,0.1854925046,0.2076003582,0.1781349536,0.1991163767,2925262.83,108886509.06,2025-05-31T23:59:59.999Z
2025-05-30T00:00:00.000Z,2025-05-30T23:59:59.999Z,2025-05-30T00:29:00.000Z,2025-05-30T23:34:00.000Z,2781,0.2106602183,0.2123083476,0.1850715157,0.1854927661,1926197.6,101415776.88,2025-05-30T23:59:59.999Z
2025-05-29T00:00:00.000Z,2025-05-29T23:59:59.999Z,2025-05-29T07:40:00.000Z,2025-05-29T21:07:00.000Z,2781,0.2171676764,0.2284439565,0.2103603664,0.210666289,1622195.6,115163933.1,2025-05-29T23:59:59.999Z
2025-05-28T00:00:00.000Z,2025-05-28T23:59:59.999Z,2025-05-28T01:55:00.000Z,2025-05-28T21:19:00.000Z,2781,0.2336234763,0.2363350558,0.2076226372,0.2171676764,2136477.02,118686962.82,2025-05-28T23:59:59.999Z
2025-05-27T00:00:00.000Z,2025-05-27T23:59:59.999Z,2025-05-27T06:28:00.000Z,2025-05-27T22:19:00.000Z,2781,0.2371323951,0.246975351,0.2306442963,0.2336234587,2746186.44,127669661.14,2025-05-27T23:59:59.999Z
2025-05-26T00:00:00.000Z,2025-05-26T23:59:59.999Z,2025-05-26T11:09:00.000Z,2025-05-26T00:53:00.000Z,2781,0.229984235,0.2493956583,0.2267966218,0.2371323951,2673189.96,129569407.44,2025-05-26T23:59:59.999Z
2025-05-25T00:00:00.000Z,2025-05-25T23:59:59.999Z,2025-05-25T14:15:00.000Z,2025-05-25T00:03:00.000Z,2781,0.2220165517,0.251042471,0.2209113799,0.2299841235,5424247.28,125658183.33,2025-05-25T23:59:59.999Z
2025-05-24T00:00:00.000Z,2025-05-24T23:59:59.999Z,2025-05-24T00:08:00.000Z,2025-05-24T01:32:00.000Z,2781,0.2093912847,0.2592942489,0.2069664133,0.2220165517,5907456.47,121258156.84,2025-05-24T23:59:59.999Z
2025-05-23T00:00:00.000Z,2025-05-23T23:59:59.999Z,2025-05-23T20:02:00.000Z,2025-05-23T13:32:00.000Z,2781,0.2144414577,0.2473074853,0.2015702313,0.2093913566,4472727.78,114352961.88,2025-05-23T23:59:59.999Z
2025-05-22T00:00:00.000Z,2025-05-22T23:59:59.999Z,2025-05-22T02:51:00.000Z,2025-05-22T00:20:00.000Z,2781,0.203241219,0.2247972599,0.202217777,0.2144230615,3890503.92,117146909.08,2025-05-22T23:59:59.999Z
2025-05-21T00:00:00.000Z,2025-05-21T23:59:59.999Z,2025-05-21T04:34:00.000Z,2025-05-21T22:41:00.000Z,2781,0.2080442783,0.2255764318,0.2000120065,0.2032409496,5526887.39,111022009.32,2025-05-21T23:59:59.999Z
2025-05-20T00:00:00.000Z,2025-05-20T23:59:59.999Z,2025-05-20T09:42:00.000Z,2025-05-20T00:14:00.000Z,2781,0.1901883383,0.2426869315,0.1900078531,0.2080442159,11001159.45,110934114.68,2025-05-20T23:59:59.999Z
2025-05-19T00:00:00.000Z,2025-05-19T23:59:59.999Z,2025-05-19T14:47:00.000Z,2025-05-19T09:10:00.000Z,2781,0.1885217613,0.2159497553,0.1709961558,0.1901883383,5055360.39,101397405.52,2025-05-19T23:59:59.999Z
2025-05-18T00:00:00.000Z,2025-05-18T23:59:59.999Z,2025-05-18T12:49:00.000Z,2025-05-18T08:56:00.000Z,2781,0.1957258751,0.1996265685,0.1781319702,0.1885217613,5994659.31,99044705.37,2025-05-18T23:59:59.999Z
2025-05-17T00:00:00.000Z,2025-05-17T23:59:59.999Z,2025-05-17T09:14:00.000Z,2025-05-17T05:09:00.000Z,2781,0.21174867,0.2571524502,0.184328279,0.1957258751,17196870.29,102819224.4,2025-05-17T23:59:59.999Z
2025-05-16T00:00:00.000Z,2025-05-16T23:59:59.999Z,2025-05-16T12:32:00.000Z,2025-05-16T00:03:00.000Z,2781,0.1501900842,0.2774364138,0.150173437,0.21174867,24422841.91,111229128.96,2025-05-16T23:59:59.999Z
2025-05-15T00:00:00.000Z,2025-05-15T23:59:59.999Z,2025-05-15T00:35:00.000Z,2025-05-15T14:56:00.000Z,2781,0.1569919567,0.1570544226,0.1480996708,0.1501851395,692992.57,78882015.86,2025-05-15T23:59:59.999Z
2025-05-14T00:00:00.000Z,2025-05-14T23:59:59.999Z,2025-05-14T01:43:00.000Z,2025-05-14T20:19:00.000Z,2781,0.1620747958,0.1665711356,0.1551729945,0.1569919567,1033514.99,82448046.46,2025-05-14T23:59:59.999Z
2025-05-13T00:00:00.000Z,2025-05-13T23:59:59.999Z,2025-05-13T20:52:00.000Z,2025-05-13T04:05:00.000Z,2781,0.1637665689,0.1692621671,0.1550582445,0.1620747723,941701.98,85111880.8,2025-05-13T23:59:59.999Z
2025-05-12T00:00:00.000Z,2025-05-12T23:59:59.999Z,2025-05-12T07:33:00.000Z,2025-05-12T19:02:00.000Z,2781,0.168603496,0.17235004,0.159956044,0.163766569,1566560.29,85995065.05,2025-05-12T23:59:59.999Z
2025-05-11T00:00:00.000Z,2025-05-11T23:59:59.999Z,2025-05-11T08:55:00.000Z,2025-05-11T02:59:00.000Z,2781,0.16449929,0.169486584,0.162991867,0.168603496,1483838.46,88529846.03,2025-05-11T23:59:59.999Z
2025-05-10T00:00:00.000Z,2025-05-10T23:59:59.999Z,2025-05-10T23:19:00.000Z,2025-05-10T00:04:00.000Z,2781,0.152384244,0.165334898,0.15189648,0.16449929,831419.01,86358614.37,2025-05-10T23:59:59.999Z
2025-05-09T00:00:00.000Z,2025-05-09T23:59:59.999Z,2025-05-09T13:28:00.000Z,2025-05-09T23:37:00.000Z,2781,0.153338735,0.160622736,0.151401871,0.152384227,1053768.3,79994099.04,2025-05-09T23:59:59.999Z
2025-05-08T00:00:00.000Z,2025-05-08T23:59:59.999Z,2025-05-08T16:08:00.000Z,2025-05-08T00:41:00.000Z,2781,0.14149301,0.155005321,0.141232205,0.153353075,795248.99,80468691.89,2025-05-08T23:59:59.999Z
2025-05-07T00:00:00.000Z,2025-05-07T23:59:59.999Z,2025-05-07T12:46:00.000Z,2025-05-07T03:26:00.000Z,2781,0.13945549,0.15177037,0.139224217,0.14149301,681957.74,73398081.61,2025-05-07T23:59:59.999Z
2025-05-06T00:00:00.000Z,2025-05-06T23:59:59.999Z,2025-05-06T07:52:00.000Z,2025-05-06T17:01:00.000Z,2781,0.14011694,0.141286111,0.133388153,0.139455601,567753.14,72333005.97,2025-05-06T23:59:59.999Z
2025-05-05T00:00:00.000Z,2025-05-05T23:59:59.999Z,2025-05-05T23:02:00.000Z,2025-05-05T15:36:00.000Z,2781,0.139846273,0.14204028,0.133587979,0.14011694,791551.88,72687088.45,2025-05-05T23:59:59.999Z
2025-05-04T00:00:00.000Z,2025-05-04T23:59:59.999Z,2025-05-04T00:22:00.000Z,2025-05-04T14:13:00.000Z,2781,0.141535281,0.142066981,0.136163295,0.139846273,473242.55,72530509.84,2025-05-04T23:59:59.999Z
2025-05-03T00:00:00.000Z,2025-05-03T23:59:59.999Z,2025-05-03T00:01:00.000Z,2025-05-03T22:07:00.000Z,2781,0.148262571,0.148268918,0.14125358,0.141535281,385294.53,73383391.82,2025-05-03T23:59:59.999Z
2025-05-02T00:00:00.000Z,2025-05-02T23:59:59.999Z,2025-05-02T07:50:00.000Z,2025-05-02T20:05:00.000Z,2781,0.150653068,0.154565232,0.146852771,0.148262547,555246.48,76865652.98,2025-05-02T23:59:59.999Z
2025-05-01T00:00:00.000Z,2025-05-01T23:59:59.999Z,2025-05-01T17:28:00.000Z,2025-05-01T10:01:00.000Z,2781,0.148222748,0.155235877,0.144375144,0.150644348,797577.17,78104316.45,2025-05-01T23:59:59.999Z
2025-04-30T00:00:00.000Z,2025-04-30T23:59:59.999Z,2025-04-30T21:10:00.000Z,2025-04-30T14:02:00.000Z,2781,0.142789036,0.150362869,0.140585413,0.148221194,691964.02,76834078.88,2025-04-30T23:59:59.999Z
2025-04-29T00:00:00.000Z,2025-04-29T23:59:59.999Z,2025-04-29T03:57:00.000Z,2025-04-29T23:55:00.000Z,2781,0.146895777,0.150634539,0.142695303,0.142789018,454660.18,73976064.49,2025-04-29T23:59:59.999Z
2025-04-28T00:00:00.000Z,2025-04-28T23:59:59.999Z,2025-04-28T12:20:00.000Z,2025-04-28T02:59:00.000Z,2781,0.147126245,0.151831159,0.145286879,0.146895777,285476.59,76092955.68,2025-04-28T23:59:59.999Z
2025-04-27T00:00:00.000Z,2025-04-27T23:59:59.999Z,2025-04-27T00:22:00.000Z,2025-04-27T23:59:00.000Z,2781,0.153856888,0.154918324,0.147122259,0.147122265,315104.34,76206725.5,2025-04-27T23:59:59.999Z
2025-04-26T00:00:00.000Z,2025-04-26T23:59:59.999Z,2025-04-26T08:31:00.000Z,2025-04-26T19:11:00.000Z,2781,0.152947991,0.156726832,0.152287059,0.153856888,657973.66,79685799.23,2025-04-26T23:59:59.999Z
2025-04-25T00:00:00.000Z,2025-04-25T23:59:59.999Z,2025-04-25T14:58:00.000Z,2025-04-25T00:01:00.000Z,2781,0.140716418,0.158760843,0.140705468,0.152938941,1153744.36,79188738.85,2025-04-25T23:59:59.999Z
2025-04-24T00:00:00.000Z,2025-04-24T23:59:59.999Z,2025-04-24T07:01:00.000Z,2025-04-24T06:44:00.000Z,2781,0.140778223,0.145279968,0.139901001,0.140716473,794057.41,72850563.81,2025-04-24T23:59:59.999Z
2025-04-23T00:00:00.000Z,2025-04-23T23:59:59.999Z,2025-04-23T09:50:00.000Z,2025-04-23T23:56:00.000Z,2781,0.144177551,0.150013279,0.140483122,0.140778223,905139.8,72877635.35,2025-04-23T23:59:59.999Z
2025-04-22T00:00:00.000Z,2025-04-22T23:59:59.999Z,2025-04-22T23:58:00.000Z,2025-04-22T00:40:00.000Z,2781,0.137311414,0.144178387,0.136659864,0.144177551,844114.45,74633166.05,2025-04-22T23:59:59.999Z
2025-04-21T00:00:00.000Z,2025-04-21T23:59:59.999Z,2025-04-21T12:30:00.000Z,2025-04-21T00:07:00.000Z,2781,0.136175384,0.14144121,0.135823736,0.137313961,920423.21,70942022.82,2025-04-21T23:59:59.999Z
2025-04-20T00:00:00.000Z,2025-04-20T23:59:59.999Z,2025-04-20T05:59:00.000Z,2025-04-20T13:46:00.000Z,2781,0.138385793,0.140434031,0.13440401,0.136175384,890474.47,70269388.69,2025-04-20T23:59:59.999Z
2025-04-19T00:00:00.000Z,2025-04-19T23:59:59.999Z,2025-04-19T19:34:00.000Z,2025-04-19T03:01:00.000Z,2781,0.134900349,0.142534278,0.134417436,0.138385793,1283877.42,71401949.59,2025-04-19T23:59:59.999Z
2025-04-18T00:00:00.000Z,2025-04-18T23:59:59.999Z,2025-04-18T09:10:00.000Z,2025-04-18T00:53:00.000Z,2781,0.134054645,0.140741642,0.133344957,0.134900349,5562933.49,69596783.21,2025-04-18T23:59:59.999Z
2025-04-17T00:00:00.000Z,2025-04-17T23:59:59.999Z,2025-04-17T21:15:00.000Z,2025-04-17T12:00:00.000Z,2781,0.129204265,0.140942364,0.127392068,0.134054645,6777900.45,69155564.82,2025-04-17T23:59:59.999Z
2025-04-16T00:00:00.000Z,2025-04-16T23:59:59.999Z,2025-04-16T05:46:00.000Z,2025-04-16T13:31:00.000Z,2781,0.130643346,0.134865776,0.127648024,0.129204265,1677863.25,66662915.64,2025-04-16T23:59:59.999Z
2025-04-15T00:00:00.000Z,2025-04-15T23:59:59.999Z,2025-04-15T00:55:00.000Z,2025-04-15T18:25:00.000Z,2781,0.138395443,0.139271193,0.126538841,0.130643346,1610545.76,67205662.74,2025-04-15T23:59:59.999Z
2025-04-14T00:00:00.000Z,2025-04-14T23:59:59.999Z,2025-04-14T12:40:00.000Z,2025-04-14T01:55:00.000Z,2781,0.130606247,0.14367946,0.128462801,0.13839546,1970018.05,71189644.7,2025-04-14T23:59:59.999Z
2025-04-13T00:00:00.000Z,2025-04-13T23:59:59.999Z,2025-04-13T01:33:00.000Z,2025-04-13T23:43:00.000Z,2781,0.13954765,0.141665719,0.129217995,0.130606247,1399554.75,67173602.25,2025-04-13T23:59:59.999Z
2025-04-12T00:00:00.000Z,2025-04-12T23:59:59.999Z,2025-04-12T23:05:00.000Z,2025-04-12T09:30:00.000Z,2781,0.13597991,0.13975245,0.131461843,0.139547644,1256551.05,71769460.52,2025-04-12T23:59:59.999Z
2025-04-11T00:00:00.000Z,2025-04-11T23:59:59.999Z,2025-04-11T23:59:00.000Z,2025-04-11T01:02:00.000Z,2781,0.127068036,0.135998027,0.125932741,0.13597991,1505078.99,69929498.08,2025-04-11T23:59:59.999Z
2025-04-10T00:00:00.000Z,2025-04-10T23:59:59.999Z,2025-04-10T17:04:00.000Z,2025-04-10T10:49:00.000Z,2781,0.125648217,0.129509004,0.121295007,0.127068036,1971704.77,65337748.07,2025-04-10T23:59:59.999Z
2025-04-09T00:00:00.000Z,2025-04-09T23:59:59.999Z,2025-04-09T16:51:00.000Z,2025-04-09T01:32:00.000Z,2781,0.10760223,0.130431079,0.105749365,0.125649466,3896994.07,64600348.79,2025-04-09T23:59:59.999Z
2025-04-08T00:00:00.000Z,2025-04-08T23:59:59.999Z,2025-04-08T04:24:00.000Z,2025-04-08T22:43:00.000Z,2781,0.112021441,0.131028747,0.106709433,0.10760223,3583276.99,55315972.13,2025-04-08T23:59:59.999Z
2025-04-07T00:00:00.000Z,2025-04-07T23:59:59.999Z,2025-04-07T22:11:00.000Z,2025-04-07T06:56:00.000Z,2781,0.107768282,0.114406451,0.100132557,0.112021441,2859914.11,57589393.17,2025-04-07T23:59:59.999Z
2025-04-06T00:00:00.000Z,2025-04-06T23:59:59.999Z,2025-04-06T00:18:00.000Z,2025-04-06T23:25:00.000Z,2781,0.124150369,0.124197833,0.106469932,0.107768282,2471502.89,55393113.96,2025-04-06T23:59:59.999Z
2025-04-05T00:00:00.000Z,2025-04-05T23:59:59.999Z,2025-04-05T18:30:00.000Z,2025-04-05T02:43:00.000Z,2781,0.119999986,0.136839964,0.118945723,0.124149739,4061376.63,63808180.74,2025-04-05T23:59:59.999Z
2025-04-04T00:00:00.000Z,2025-04-04T23:59:59.999Z,2025-04-04T06:44:00.000Z,2025-04-04T13:49:00.000Z,2781,0.12245469,0.126196162,0.114959486,0.119999995,627806.92,61681492.4,2025-04-04T23:59:59.999Z
2025-04-03T00:00:00.000Z,2025-04-03T23:59:59.999Z,2025-04-03T06:28:00.000Z,2025-04-03T14:53:00.000Z,2781,0.125425292,0.127047809,0.116551387,0.122454708,631785.67,62916219.58,2025-04-03T23:59:59.999Z
2025-04-02T00:00:00.000Z,2025-04-02T23:59:59.999Z,2025-04-02T00:43:00.000Z,2025-04-02T23:58:00.000Z,2781,0.135831144,0.136164874,0.125422545,0.125425292,531290.58,64440178.46,2025-04-02T23:59:59.999Z
2025-04-01T00:00:00.000Z,2025-04-01T23:59:59.999Z,2025-04-01T12:19:00.000Z,2025-04-01T00:04:00.000Z,2781,0.134171091,0.138924584,0.134165211,0.135831144,305049.11,69779820.05,2025-04-01T23:59:59.999Z
2025-03-31T00:00:00.000Z,2025-03-31T23:59:59.999Z,2025-03-31T00:22:00.000Z,2025-03-31T13:33:00.000Z,2781,0.136861803,0.137115844,0.130720934,0.134171125,387055.15,68920125.05,2025-03-31T23:59:59.999Z
2025-03-30T00:00:00.000Z,2025-03-30T23:59:59.999Z,2025-03-30T09:48:00.000Z,2025-03-30T22:30:00.000Z,2781,0.136381402,0.141379846,0.136132007,0.136861865,326666.17,70295812.08,2025-03-30T23:59:59.999Z
2025-03-29T00:00:00.000Z,2025-03-29T23:59:59.999Z,2025-03-29T00:30:00.000Z,2025-03-29T12:44:00.000Z,2781,0.144855223,0.145734788,0.131588587,0.136381402,562558.43,70038539.19,2025-03-29T23:59:59.999Z
2025-03-28T00:00:00.000Z,2025-03-28T23:59:59.999Z,2025-03-28T02:33:00.000Z,2025-03-28T11:29:00.000Z,2781,0.151713484,0.15256229,0.142694409,0.144855252,749646.43,74380724.31,2025-03-28T23:59:59.999Z
2025-03-27T00:00:00.000Z,2025-03-27T23:59:59.999Z,2025-03-27T15:22:00.000Z,2025-03-27T23:15:00.000Z,2781,0.156248632,0.160306301,0.150300416,0.151713484,589550.81,77895806.56,2025-03-27T23:59:59.999Z
2025-03-26T00:00:00.000Z,2025-03-26T23:59:59.999Z,2025-03-26T13:40:00.000Z,2025-03-26T23:31:00.000Z,2781,0.155960201,0.16182448,0.155062381,0.156248632,529584.66,80194306.11,2025-03-26T23:59:59.999Z
2025-03-25T00:00:00.000Z,2025-03-25T23:59:59.999Z,2025-03-25T15:23:00.000Z,2025-03-25T10:42:00.000Z,2781,0.154865176,0.158496744,0.152834641,0.155960201,534289.22,80039764.0,2025-03-25T23:59:59.999Z
2025-03-24T00:00:00.000Z,2025-03-24T23:59:59.999Z,2025-03-24T06:53:00.000Z,2025-03-24T08:35:00.000Z,2781,0.152043042,0.156852973,0.15071446,0.154865141,736779.07,79474982.85,2025-03-24T23:59:59.999Z
2025-03-23T00:00:00.000Z,2025-03-23T23:59:59.999Z,2025-03-23T11:01:00.000Z,2025-03-23T16:44:00.000Z,2781,0.149371822,0.162019932,0.147477266,0.152043042,1009502.35,78016219.04,2025-03-23T23:59:59.999Z
2025-03-22T00:00:00.000Z,2025-03-22T23:59:59.999Z,2025-03-22T23:59:00.000Z,2025-03-22T02:38:00.000Z,2781,0.144089834,0.149414139,0.143224747,0.149371847,345488.6,76635522.02,2025-03-22T23:59:59.999Z
2025-03-21T00:00:00.000Z,2025-03-21T23:59:59.999Z,2025-03-21T02:16:00.000Z,2025-03-21T10:32:00.000Z,2781,0.144059754,0.148786242,0.140807081,0.144089803,552199.37,73916911.66,2025-03-21T23:59:59.999Z
2025-03-20T00:00:00.000Z,2025-03-20T23:59:59.999Z,2025-03-20T05:19:00.000Z,2025-03-20T00:00:00.000Z,2781,0.133173458,0.153769764,0.133169187,0.144053405,1783237.12,73895572.42,2025-03-20T23:59:59.999Z
2025-03-19T00:00:00.000Z,2025-03-19T23:59:59.999Z,2025-03-19T01:56:00.000Z,2025-03-19T18:10:00.000Z,2781,0.137934917,0.140725785,0.131914019,0.133173458,1227348.76,68304828.82,2025-03-19T23:59:59.999Z
2025-03-18T00:00:00.000Z,2025-03-18T23:59:59.999Z,2025-03-18T01:46:00.000Z,2025-03-18T00:00:00.000Z,2781,0.128576635,0.152356394,0.128551702,0.137934917,3722389.63,70737714.55,2025-03-18T23:59:59.999Z
2025-03-17T00:00:00.000Z,2025-03-17T23:59:59.999Z,2025-03-17T19:55:00.000Z,2025-03-17T10:10:00.000Z,2781,0.123329745,0.147031421,0.123266004,0.128576724,1624742.12,65931306.93,2025-03-17T23:59:59.999Z
2025-03-16T00:00:00.000Z,2025-03-16T23:59:59.999Z,2025-03-16T07:34:00.000Z,2025-03-16T23:55:00.000Z,2781,0.126515367,0.129396246,0.123259589,0.123331356,432909.73,63236189.35,2025-03-16T23:59:59.999Z
2025-03-15T00:00:00.000Z,2025-03-15T23:59:59.999Z,2025-03-15T22:41:00.000Z,2025-03-15T07:19:00.000Z,2781,0.123030047,0.127395693,0.122844277,0.126515577,698629.45,64869928.3,2025-03-15T23:59:59.999Z
2025-03-14T00:00:00.000Z,2025-03-14T23:59:59.999Z,2025-03-14T22:04:00.000Z,2025-03-14T01:18:00.000Z,2781,0.122228319,0.127283026,0.121272026,0.123030937,1056139.31,63062877.46,2025-03-14T23:59:59.999Z
2025-03-13T00:00:00.000Z,2025-03-13T23:59:59.999Z,2025-03-13T12:28:00.000Z,2025-03-13T17:52:00.000Z,2781,0.122554569,0.126198793,0.120388586,0.122228319,1074251.33,62618639.13,2025-03-13T23:59:59.999Z
2025-03-12T00:00:00.000Z,2025-03-12T23:59:59.999Z,2025-03-12T06:42:00.000Z,2025-03-12T04:44:00.000Z,2781,0.123681116,0.129587611,0.119286262,0.122554569,2624273.64,62777451.68,2025-03-12T23:59:59.999Z
2025-03-11T00:00:00.000Z,2025-03-11T23:59:59.999Z,2025-03-11T16:07:00.000Z,2025-03-11T01:10:00.000Z,2781,0.11469089,0.139148391,0.109790717,0.123681116,4958001.5,63348339.63,2025-03-11T23:59:59.999Z
2025-03-10T00:00:00.000Z,2025-03-10T23:59:59.999Z,2025-03-10T12:48:00.000Z,2025-03-10T19:05:00.000Z,2781,0.117313588,0.125832892,0.1082501,0.114664517,949407.52,58739409.85,2025-03-10T23:59:59.999Z
2025-03-09T00:00:00.000Z,2025-03-09T23:59:59.999Z,2025-03-09T01:10:00.000Z,2025-03-09T23:10:00.000Z,2781,0.143036135,0.144146404,0.116780496,0.117313588,1269840.02,60076757.66,2025-03-09T23:59:59.999Z
2025-03-08T00:00:00.000Z,2025-03-08T23:59:59.999Z,2025-03-08T05:15:00.000Z,2025-03-08T17:13:00.000Z,2781,0.14414957,0.147011359,0.138843207,0.143036148,2164098.64,73241837.13,2025-03-08T23:59:59.999Z
2025-03-07T00:00:00.000Z,2025-03-07T23:59:59.999Z,2025-03-07T08:09:00.000Z,2025-03-07T00:59:00.000Z,2781,0.151408164,0.153982775,0.142561415,0.144149556,2008103.68,73814728.83,2025-03-07T23:59:59.999Z
2025-03-06T00:00:00.000Z,2025-03-06T23:59:59.999Z,2025-03-06T00:20:00.000Z,2025-03-06T17:52:00.000Z,2781,0.156631884,0.164263743,0.142711234,0.151408163,1552123.42,77526174.52,2025-03-06T23:59:59.999Z
