open,high,low,close,timestamp,volume_log,marketCap_log
0.89917709,1.00664744,0.87564385,1.0012134,2021-08-04 23:59:59.999000+00:00,13.731730815432735,18.2227916647949
1.00050336,1.01574274,0.95288576,1.00822933,2021-08-05 23:59:59.999000+00:00,13.294425047771066,18.2302463012361
1.00916676,1.03912396,0.96114366,0.97003519,2021-08-06 23:59:59.999000+00:00,13.584980065255015,18.2161747347459
0.96984366,1.00958655,0.92520361,0.95622598,2021-08-07 23:59:59.999000+00:00,13.56262371551649,18.202206813219682
0.95601681,0.96215019,0.89586973,0.92810875,2021-08-08 23:59:59.999000+00:00,13.338633714203134,18.172780079358283
0.92792043,1.03642465,0.89226362,1.01640694,2021-08-09 23:59:59.999000+00:00,14.105057787428787,18.264044136799953
1.01425035,1.04513159,0.94198963,0.98069478,2021-08-10 23:59:59.999000+00:00,13.644657252666152,18.228697467420247
0.98066074,1.01419407,0.90222966,0.93429121,2021-08-11 23:59:59.999000+00:00,13.981166172916659,18.180618090424694
0.93406441,0.97627423,0.91207295,0.92619473,2021-08-12 23:59:59.999000+00:00,13.538077741979977,18.172324672316055
0.92654567,1.08783091,0.92613409,1.02614565,2021-08-13 23:59:59.999000+00:00,14.040739820669485,18.275243239290596
1.02518085,1.2039653485000001,1.024401,1.1585193180000002,2021-08-14 23:59:59.999000+00:00,15.611595872218587,18.629595279666958
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-15 23:59:59.999000+00:00,15.221722777486084,18.70806323253338
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-16 23:59:59.999000+00:00,14.655362743698014,18.6642791803846
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-17 23:59:59.999000+00:00,14.600302591034174,18.509881428741135
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-18 23:59:59.999000+00:00,14.983228217568813,18.516187074517873
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-19 23:59:59.999000+00:00,14.99033391525139,18.511907889505597
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-20 23:59:59.999000+00:00,14.695079515415282,18.541488799618694
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-21 23:59:59.999000+00:00,14.008065243904019,18.49637502846137
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-22 23:59:59.999000+00:00,13.747872368481174,18.448027068430186
1.158888241,1.2039653485000001,1.102824246,1.1585193180000002,2021-08-23 23:59:59.999000+00:00,14.133007526076472,18.42642266552382
