iter	RMSE
238	0.009093721266
239	0.009048177548
240	0.009020902034
241	0.008992460705
242	0.008966786875
243	0.008917928089
244	0.008869513264
245	0.008828307297
246	0.008791350181
247	0.008770970521
248	0.008744575457
249	0.00869765649
250	0.00866471622
251	0.008627584826
252	0.008597109373
253	0.008553919226
254	0.008526918372
255	0.008496351941
256	0.008474031688
257	0.008452715594
258	0.008423619984
259	0.008402250503
260	0.008379177351
261	0.008352125437
262	0.008313420921
263	0.00829744048
264	0.00827991675
265	0.008235477599
266	0.008192822216
267	0.008167506084
268	0.008146047047
269	0.008110674854
270	0.008079467034
271	0.008044567233
272	0.008004467018
273	0.007973437919
274	0.007949993886
275	0.007930973336
276	0.007911816928
277	0.007892039605
278	0.007875878726
279	0.007838139506
280	0.007806414099
281	0.00779483385
282	0.007769497444
283	0.007743747936
284	0.007720938801
285	0.00769002267
286	0.007657168649
287	0.007612315476
288	0.007588664581
289	0.007558814268
290	0.007528357361
291	0.007501928842
292	0.007484276837
293	0.007447711944
294	0.00741886334
295	0.007389086283
296	0.007364140455
297	0.007345885336
298	0.007335488508
299	0.007306174203
300	0.00729450428
301	0.007266392684
302	0.007259196401
303	0.007239178912
304	0.007216617722
305	0.00718558964
306	0.007166984405
307	0.007149950865
308	0.007123015194
309	0.007100212288
310	0.007074817823
311	0.007055897742
312	0.007037072434
313	0.007022516065
314	0.007010243627
315	0.006982732888
316	0.006957729685
317	0.006934859005
318	0.006921031035
319	0.00691268206
320	0.006884986878
321	0.006858487986
322	0.006843894037
323	0.006823138889
324	0.006795743323
325	0.006771111265
326	0.006755959576
327	0.006735480898
328	0.00672363175
329	0.006714128122
330	0.006700414446
331	0.00668431002
332	0.006664483708
333	0.006645135109
334	0.006626244549
335	0.006614819877
336	0.006605947171
337	0.006591547235
338	0.006567091656
339	0.006535967132
340	0.006517365391
341	0.006498685621
342	0.006487930757
343	0.006473354034
344	0.006449245265
345	0.006424964469
346	0.006408597175
347	0.00639247727
348	0.006371082837
349	0.00635861809
350	0.006350709237
351	0.006332905969
352	0.006320037233
353	0.006304914391
354	0.006292986494
355	0.006277230873
356	0.006256915323
357	0.00624621598
358	0.006234786584
359	0.006226239715
360	0.00619990751
361	0.006181121707
362	0.006166786103
363	0.006149654376
364	0.006134125647
365	0.006109706045
366	0.006100410044
367	0.006083474285
368	0.006057971491
369	0.006031939701
370	0.006018864494
371	0.00601023449
372	0.005986204123
373	0.005973856597
374	0.005965025034
375	0.005954498582
376	0.005932201762
377	0.005915689818
378	0.005908130206
379	0.005888371178
380	0.005878029082
381	0.005864853212
382	0.005848649569
383	0.005829803453
384	0.005815610443
385	0.005800011402
386	0.005785506924
387	0.005768680411
388	0.005755227723
389	0.005742396352
390	0.005731552043
391	0.005718228927
392	0.005704301958
393	0.005694972834
394	0.005677171629
395	0.005658180166
396	0.005639834802
397	0.005625523935
398	0.005611922769
399	0.005604014439
400	0.005593955832
401	0.005583537305
402	0.005569889554
403	0.005562652555
404	0.005550595984
405	0.005542560397
406	0.005525355944
407	0.005516247888
408	0.005511385793
409	0.005498783109
410	0.005481748546
411	0.00547460991
412	0.00546636368
413	0.00545403769
414	0.005445119362
415	0.00543375061
416	0.005421486876
417	0.005411198747
418	0.005391288645
419	0.005376572835
420	0.005368464883
421	0.005357993243
422	0.005353193377
423	0.005335343786
424	0.005321730283
425	0.005313449374
426	0.005306345619
427	0.005288448746
428	0.005280020719
429	0.005273039356
430	0.00525504593
431	0.0052458941
432	0.005236080912
433	0.005225045723
434	0.005212272074
435	0.005202521577
436	0.005197093879
437	0.005182150631
438	0.005170806075
439	0.005157329148
440	0.005145593316
441	0.005132351802
442	0.005123306362
443	0.005112464379
444	0.005097261868
445	0.005088398235
446	0.005080013603
447	0.005071548491
448	0.005059137214
449	0.00504988775
450	0.005038451232
451	0.005024625907
452	0.005014544688
453	0.005004995001
454	0.004997553445
455	0.004987059166
456	0.004978885609
457	0.004973669174
458	0.004964352506
459	0.004950432924
460	0.00493540366
461	0.004921847118
462	0.004916355775
463	0.004903013129
464	0.004892972518
465	0.004880891927
466	0.004873150217
467	0.004858540848
468	0.004846781247
469	0.004839251204
470	0.004828437484
471	0.004819076266
472	0.004812209448
473	0.004805631841
474	0.004795580818
475	0.004786978096
476	0.00477699435
477	0.004770428314
478	0.004764131834
479	0.004758777262
480	0.00475239861
481	0.004744237784
482	0.004726002373
483	0.004720570595
484	0.004712945624
485	0.004706195416
486	0.004696094743
487	0.004686406357
488	0.004677004739
489	0.004672366224
490	0.004667235608
491	0.004660664335
492	0.004657054634
493	0.004649387382
494	0.004644941402
495	0.004632301247
496	0.004621058148
497	0.004616643001
498	0.004603965447
499	0.004599288312
500	0.004591991423
501	0.004588433515
502	0.004577174584
503	0.00457100413
504	0.004562728806
505	0.004553069466
506	0.004547792035
507	0.004536190309
508	0.004528539809
509	0.004523671371
510	0.004511782791
511	0.004505854581
512	0.004494347061
513	0.004482664319
514	0.004472280411
515	0.004465457227
516	0.0044563171
517	0.004449546987
518	0.004443290779
519	0.004438965744
520	0.004430795255
521	0.004425433468
522	0.004416086785
523	0.004405083881
524	0.004396216764
525	0.004391108041
526	0.004381056107
527	0.004375665816
528	0.004365013259
529	0.0043552716
530	0.004348006701
531	0.004344849337
532	0.004337090555
533	0.004332284307
534	0.004326637575
535	0.004323606566
536	0.004311546255
537	0.004303964066
538	0.004293987074
539	0.00428759241
540	0.004280685619
541	0.004269857886
542	0.0042640641
543	0.00425526846
544	0.004250419649
545	0.004241003966
546	0.0042352167
547	0.004230640151
548	0.004225834638
549	0.004217193255
550	0.004212481858
551	0.004204571166
552	0.004200246606
553	0.004194342031
554	0.004186622958
555	0.00417758286
556	0.004173955499
557	0.004160765387
558	0.004151061733
559	0.00414213734
560	0.004133324623
561	0.004123993297
562	0.004115984246
563	0.004110371285
564	0.004100381793
565	0.004095122394
566	0.004087804799
567	0.004078651805
568	0.004076182297
569	0.004070063463
570	0.004058137373
571	0.004052544759
572	0.004047853459
573	0.004044424714
574	0.004040473731
575	0.004035060984
576	0.004024404095
577	0.004020046392
578	0.004008435201
579	0.004001239751
580	0.003995285814
581	0.003985164676
582	0.003979921773
583	0.003976699108
584	0.003971168556
585	0.003965146938
586	0.003956104579
587	0.003950960329
588	0.003948603858
589	0.003942188578
590	0.003933112483
591	0.003927081695
592	0.00392043588
593	0.003912105241
594	0.003906012776
595	0.003897951381
596	0.003891365736
597	0.003887351518
598	0.00388209939
599	0.003876376242
600	0.003870025868
601	0.00386681894
602	0.00386120286
603	0.003854928835
604	0.003843744009
605	0.00383678492
606	0.00382828797
607	0.003825582489
608	0.003819529699
609	0.00381340126
610	0.003810169888
611	0.003805584998
612	0.003800354717
613	0.003796939957
614	0.003791189535
615	0.003787607101
616	0.003778914012
617	0.003775824527
618	0.003771101274
619	0.003765709324
620	0.003754495589
621	0.003748833611
622	0.003742113443
623	0.003736692209
624	0.003732262831
625	0.00372706926
626	0.003723880728
627	0.003718755228
628	0.003713753291
629	0.003706865282
630	0.003701929339
631	0.003697804157
632	0.003694819692
633	0.003690745744
634	0.003688654825
635	0.003685918928
636	0.003678600875
637	0.0036736121
638	0.003667655381
639	0.003664760205
640	0.003661840478
641	0.003654240024
642	0.003648333302
643	0.003646136839
644	0.003642709863
645	0.003640376063
646	0.003636626088
647	0.003633029205
648	0.00362766202
649	0.003622530754
650	0.00362054864
651	0.003615035961
652	0.003612128113
653	0.003608166997
654	0.003602934662
655	0.003595956673
656	0.003590697997
657	0.003584166846
658	0.003579607258
659	0.003572100362
660	0.003569582798
661	0.00356489709
662	0.003561777528
663	0.003558551911
664	0.003554375151
665	0.003550383599
666	0.003545161341
667	0.003537382299
668	0.003532956957
669	0.003525677169
670	0.00351777592
671	0.003515489419
672	0.003509753414
673	0.003504006349
674	0.003499108149
675	0.003494036111
676	0.003489499547
677	0.003486071929
678	0.003480836008
679	0.003478210896
680	0.003475786108
681	0.003470822391
682	0.003463901153
683	0.003460671164
684	0.003453580358
685	0.003449462326
686	0.003443113604
687	0.003438013112
688	0.003431586084
689	0.00342305532
690	0.003417917203
691	0.003409615646
692	0.003405090749
693	0.003402319775
694	0.003398736888
695	0.0033956585
696	0.003391525386
697	0.003386498339
698	0.003382374342
699	0.003377929587
700	0.003373412403
701	0.003368720964
702	0.003361357139
703	0.003356439925
704	0.003352608544
705	0.003350289761
706	0.003349835427
707	0.0033470869
708	0.003341033961
709	0.003336377163
710	0.00333203147
711	0.003328538923
712	0.003321483139
713	0.003313941154
714	0.003309428717
715	0.003302102422
716	0.00329934552
717	0.00329708077
718	0.003291915555
719	0.003286907128
720	0.003282319316
721	0.003277783526
722	0.003270815251
723	0.003267091532
724	0.003263188312
725	0.0032608199
726	0.003256199305
727	0.003250582037
728	0.003246016475
729	0.003241078647
730	0.00323591643
731	0.003229954562
732	0.003225130162
733	0.00321945122
734	0.0032154585
735	0.003211083746
736	0.003205826274
737	0.003201556476
738	0.003197153479
739	0.003193652612
740	0.003190141099
741	0.003185891828
742	0.00317876766
743	0.003176506506
744	0.003170734611
745	0.003166244306
746	0.003163766755
747	0.003159118654
748	0.003157748912
749	0.003156598596
750	0.003154938863
751	0.00315298807
752	0.003147894084
753	0.003145333277
754	0.003139602376
755	0.003136025847
756	0.003131271316
757	0.003127070051
758	0.003121866382
759	0.003120214892
760	0.003113584332
761	0.00311144983
762	0.003106255833
763	0.003104904139
764	0.003102724259
765	0.003096358186
766	0.00309341645
767	0.003091093209
768	0.003085806917
769	0.003081567723
770	0.003079122701
771	0.003074972932
772	0.003068992471
773	0.003063692403
774	0.003060528454
775	0.003054585879
776	0.003052028398
777	0.003047873885
778	0.003044447114
779	0.003039261572
780	0.003035492441
781	0.003030335475
782	0.003026581022
783	0.003023131173
784	0.003020320442
785	0.003014642731
786	0.003009641641
787	0.003004009476
788	0.002999875467
789	0.002997125844
790	0.002993902637
791	0.002987713337
792	0.002983782183
793	0.002981015465
794	0.002977830971
795	0.00297192931
796	0.002967489771
797	0.002962664129
798	0.002958269558
799	0.002954105448
800	0.002948801931
801	0.002946787339
802	0.002943019453
803	0.002939523044
804	0.002936847609
805	0.002931996799
806	0.002926147923
807	0.002923282396
808	0.002920700252
809	0.002916542564
810	0.002912036977
811	0.002907170612
812	0.002901896327
813	0.002897718538
814	0.002894760631
815	0.002890022654
816	0.002886074252
817	0.002884517691
818	0.002879853355
819	0.002877174524
820	0.002873321125
821	0.002867525721
822	0.002862801936
823	0.002860841335
824	0.002859091158
825	0.002854486783
826	0.002852392845
827	0.002849344833
828	0.002845719148
829	0.002843490577
830	0.002839908784
831	0.002836707881
832	0.002833673797
833	0.00282977182
834	0.002826109664
835	0.002820523389
836	0.002816559423
837	0.002812690905
838	0.002810919853
839	0.002807374071
840	0.002801625171
841	0.002800843919
842	0.002799716554
843	0.00279626265
844	0.002794586543
845	0.002791028099
846	0.002786886519
847	0.002783388614
848	0.002778150035
849	0.002774006211
850	0.002769027682
851	0.002764659063
852	0.002760522923
853	0.002755760809
854	0.002751670133
855	0.002746055878
856	0.002742545152
857	0.002740178491
858	0.002736633422
859	0.0027325061
860	0.002728184579
861	0.002724385853
862	0.002720438611
863	0.002718753844
864	0.002714581251
865	0.002712345389
866	0.002709681444
867	0.002707279992
868	0.002703734709
869	0.002700712046
870	0.002696305314
871	0.002693754555
872	0.002691639482
873	0.002688840613
874	0.002685591773
875	0.002683114758
876	0.002680620481
877	0.002678238908
878	0.002676866187
879	0.002673079352
880	0.00267009153
881	0.002667823482
882	0.002666435719
883	0.002661009329
884	0.002656563101
885	0.002652746528
886	0.002651157639
887	0.002646372011
888	0.002644188298
889	0.002640438955
890	0.002635969086
891	0.002633959232
892	0.002630464469
893	0.00262797264
894	0.002624501529
895	0.002621415765
896	0.002616984882
897	0.002615731318
898	0.002612214709
899	0.002608427785
900	0.002605283881
901	0.002600841998
902	0.002599332854
903	0.002595108972
904	0.002591215626
905	0.002588835003
906	0.002585138119
907	0.002583252635
908	0.002580427834
909	0.00257777731
910	0.002572525283
911	0.002570787436
912	0.002569743159
913	0.002565054615
914	0.002561337058
915	0.002558227314
916	0.002555305233
917	0.002552111088
918	0.002549639696
919	0.002549038888
920	0.002544279941
921	0.002541179779
922	0.002537021322
923	0.002534919753
924	0.002532941856
925	0.002529265004
926	0.00252572348
927	0.00252384927
928	0.00252225098
929	0.002516974104
930	0.002514877475
931	0.002508615314
932	0.002504249817
933	0.002502168128
934	0.002499585853
935	0.002496617279
936	0.002494579478
937	0.002491246396
938	0.002487307783
939	0.002485192933
940	0.002482735704
941	0.00248110992
942	0.002476899617
943	0.002473072647
944	0.002469695357
945	0.002467865519
946	0.002464767811
947	0.002460543498
948	0.002459760157
949	0.002456584548
950	0.0024539145
951	0.002451632425
952	0.002449892572
953	0.002449602296
954	0.002446914621
955	0.00244469107
956	0.002442362966
957	0.002439078021
958	0.002435793602
959	0.0024331269
960	0.002429105182
961	0.002427189774
962	0.002425109635
963	0.002423468632
964	0.002420730368
965	0.002419749799
966	0.002415706298
967	0.002413567966
968	0.002412003248
969	0.002407977058
970	0.002403561101
971	0.002401948882
972	0.002398256789
973	0.002394720261
974	0.002392732329
975	0.002390121569
976	0.002387278512
977	0.002384895181
978	0.0023824399
979	0.002381112101
980	0.002378044795
981	0.002376732957
982	0.002374873678
983	0.002371093371
984	0.00236956432
985	0.002366194547
986	0.002363026758
987	0.002361392976
988	0.002359203047
989	0.00235783619
990	0.002354840231
991	0.002352107056
992	0.002349613908
993	0.002347056664
994	0.002344183128
995	0.002340136843
996	0.002336275269
997	0.002333044264
998	0.002329793844
999	0.002326250246
